area_code,grid_row,grid_col,street_lamp_count,cctv_count,activity_count,footway_km,lit_yes_km,lit_tagged_km,streetlight_density,cctv_coverage,activity_density,footpath_quality,lit_share_score,lighting_score,crowd_density,osm_coverage,osm_evidence,infra_score
AREA-08-02,8,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-08-03,8,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-08-04,8,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-08-05,8,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-08-06,8,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-08-07,8,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-08-08,8,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-08-09,8,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-08-10,8,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-08-11,8,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-08-12,8,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-08-13,8,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-08-14,8,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-08-15,8,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-08-16,8,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-08-17,8,17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-08-18,8,18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-08-19,8,19,0,0,0,0.0,0.9951,0.9951,0.0,0.0,0.0,0.0,0.8616,0.8616,0.0,0.4628,4.976,0.5
AREA-08-20,8,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-08-21,8,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-08-22,8,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-08-23,8,23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-08-24,8,24,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-08-25,8,25,0,0,0,0.0,0.0171,0.0171,0.0,0.0,0.0,0.0,0.7285,0.7285,0.0,0.0212,0.086,0.5
AREA-08-26,8,26,0,0,0,0.0,0.4731,2.0449,0.0,0.0,0.0,0.0,0.3931,0.3931,0.0,0.626,10.224,0.5
AREA-08-27,8,27,1,0,0,0.0,0.078,0.078,0.1439,0.0,0.0,0.0,0.7438,0.7018,0.0,0.2256,1.39,0.1439
AREA-08-28,8,28,0,0,0,0.0,0.1249,0.1249,0.0,0.0,0.0,0.0,0.7545,0.7545,0.0,0.1256,0.624,0.5
AREA-08-29,8,29,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-08-30,8,30,0,0,6,0.0,0.0,0.0,0.0,0.0,0.4222,0.0,0.7238,0.7238,0.4222,0.5038,6.0,0.5
AREA-08-31,8,31,0,0,5,0.0,0.0,0.0,0.0,0.0,0.3834,0.0,0.7238,0.7238,0.3834,0.4638,5.0,0.5
AREA-08-32,8,32,0,0,4,0.0,0.0,0.0,0.0,0.0,0.3382,0.0,0.7238,0.7238,0.3382,0.4166,4.0,0.5
AREA-08-33,8,33,0,0,9,0.0,0.0,0.0,0.0,0.0,0.5141,0.0,0.7238,0.7238,0.5141,0.5961,9.0,0.5
AREA-08-34,8,34,0,0,17,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.7238,0.7238,0.67,0.7483,17.0,0.5
AREA-08-35,8,35,0,0,10,0.0,0.0,0.0,0.0,0.0,0.539,0.0,0.7238,0.7238,0.539,0.6208,10.0,0.5
AREA-08-36,8,36,0,0,9,0.0,0.0,0.0,0.0,0.0,0.5141,0.0,0.7238,0.7238,0.5141,0.5961,9.0,0.5
AREA-08-37,8,37,0,0,11,0.0,0.0,0.0,0.0,0.0,0.5619,0.0,0.7238,0.7238,0.5619,0.6433,11.0,0.5
AREA-08-38,8,38,0,0,5,0.0,0.0,0.0,0.0,0.0,0.3834,0.0,0.7238,0.7238,0.3834,0.4638,5.0,0.5
AREA-08-39,8,39,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-09-00,9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-09-01,9,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-09-02,9,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-09-03,9,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-09-04,9,4,0,0,0,0.0316,0.0,0.0,0.0,0.0,0.0,0.0114,0.7238,0.7238,0.0,0.038,0.158,0.0114
AREA-09-05,9,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-09-06,9,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-09-07,9,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-09-08,9,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-09-09,9,9,0,0,0,0.0529,0.0,0.0,0.0,0.0,0.0,0.019,0.7238,0.7238,0.0,0.0608,0.264,0.019
AREA-09-10,9,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-09-11,9,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-09-12,9,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-09-13,9,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-09-14,9,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-09-15,9,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-09-16,9,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-09-17,9,17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-09-18,9,18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-09-19,9,19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-09-20,9,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-09-21,9,21,0,0,0,0.1855,0.0,0.0,0.0,0.0,0.0,0.0642,0.7238,0.7238,0.0,0.1699,0.928,0.0642
AREA-09-22,9,22,0,0,0,0.846,0.0,0.0,0.0,0.0,0.0,0.2503,0.7238,0.7238,0.0,0.4283,4.23,0.2503
AREA-09-23,9,23,0,0,0,0.2072,0.513,0.513,0.0,0.0,0.0,0.0713,0.8175,0.8175,0.0,0.3951,3.601,0.0713
AREA-09-24,9,24,0,0,0,0.0,0.0465,0.0465,0.0,0.0,0.0,0.0,0.7361,0.7361,0.0,0.0541,0.232,0.5
AREA-09-25,9,25,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-09-26,9,26,0,0,1,0.6211,0.9267,0.9267,0.0,0.0,0.1294,0.193,0.8567,0.8567,0.1294,0.5892,8.739,0.193
AREA-09-27,9,27,0,0,0,0.1834,1.7785,1.7785,0.0,0.0,0.0,0.0635,0.9006,0.9006,0.0,0.6162,9.81,0.0635
AREA-09-28,9,28,5,0,0,0.3869,0.0206,0.0206,0.4264,0.0,0.0,0.1271,0.7294,0.6234,0.0,0.5395,7.038,0.2883
AREA-09-29,9,29,1,0,1,0.1613,0.0,0.0,0.1439,0.0,0.1294,0.0562,0.7238,0.6832,0.1294,0.346,2.806,0.1034
AREA-09-30,9,30,0,0,27,0.4456,0.0,0.0,0.0,0.0,0.7895,0.1443,0.7238,0.7238,0.7895,0.8825,29.228,0.1443
AREA-09-31,9,31,0,0,2,1.4273,0.0,0.0,0.0,0.0,0.2175,0.3776,0.7238,0.7238,0.2175,0.5996,9.136,0.3776
AREA-09-32,9,32,0,0,8,0.6976,0.0,0.0,0.0,0.0,0.4867,0.2131,0.7238,0.7238,0.4867,0.6536,11.488,0.2131
AREA-09-33,9,33,0,0,3,0.0,0.0,0.0,0.0,0.0,0.2843,0.0,0.7238,0.7238,0.2843,0.3589,3.0,0.5
AREA-09-34,9,34,0,0,9,0.0,0.0,0.0,0.0,0.0,0.5141,0.0,0.7238,0.7238,0.5141,0.5961,9.0,0.5
AREA-09-35,9,35,1,0,11,0.4782,0.0,0.0,0.1439,0.0,0.5619,0.1536,0.7238,0.6832,0.5619,0.7077,14.391,0.1484
AREA-09-36,9,36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-09-37,9,37,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-09-38,9,38,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-09-39,9,39,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-10-00,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-10-01,10,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-10-02,10,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-10-03,10,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-10-04,10,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-10-05,10,5,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1294,0.0,0.7238,0.7238,0.1294,0.1794,1.0,0.5
AREA-10-06,10,6,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1294,0.0,0.7238,0.7238,0.1294,0.1794,1.0,0.5
AREA-10-07,10,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-10-08,10,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-10-09,10,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-10-10,10,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-10-11,10,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-10-12,10,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-10-13,10,13,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1294,0.0,0.7238,0.7238,0.1294,0.1794,1.0,0.5
AREA-10-14,10,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-10-15,10,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-10-16,10,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-10-17,10,17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-10-18,10,18,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1294,0.0,0.7238,0.7238,0.1294,0.1794,1.0,0.5
AREA-10-19,10,19,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1294,0.0,0.7238,0.7238,0.1294,0.1794,1.0,0.5
AREA-10-20,10,20,0,0,4,0.4384,0.0,0.0,0.0,0.0,0.3382,0.1422,0.7238,0.7238,0.3382,0.5108,6.192,0.1422
AREA-10-21,10,21,0,0,1,0.5116,0.0,0.0,0.0,0.0,0.1294,0.163,0.7238,0.7238,0.1294,0.3927,3.558,0.163
AREA-10-22,10,22,0,0,1,1.1718,0.0,0.0,0.0,0.0,0.1294,0.3248,0.7238,0.7238,0.1294,0.5337,6.859,0.3248
AREA-10-23,10,23,0,0,19,1.3907,0.0672,0.0672,0.0,0.0,0.6983,0.3703,0.7412,0.7412,0.6983,0.856,26.289,0.3703
AREA-10-24,10,24,0,0,34,0.0,0.0,0.0,0.0,0.0,0.8505,0.0,0.7238,0.7238,0.8505,0.9204,34.0,0.5
AREA-10-25,10,25,0,0,2,1.0355,0.0,0.0,0.0,0.0,0.2175,0.2947,0.7238,0.7238,0.2175,0.544,7.178,0.2947
AREA-10-26,10,26,0,1,11,5.7984,0.0,0.0,0.0,0.1209,0.5619,0.9188,0.7238,0.7238,0.5619,0.9676,40.992,0.4891
AREA-10-27,10,27,0,0,13,0.7706,0.0,0.0,0.0,0.0,0.6028,0.2316,0.7238,0.7238,0.6028,0.7461,16.853,0.2316
AREA-10-28,10,28,0,0,146,3.5788,0.0,0.0,0.0,0.0,1.0,0.7016,0.7238,0.7238,1.0,1.0,163.894,0.7016
AREA-10-29,10,29,0,0,262,11.5647,0.0,0.0,0.0,0.0,1.0,1.0,0.7238,0.7238,1.0,1.0,319.824,1.0
AREA-10-30,10,30,0,0,1,7.1801,0.0,0.0,0.0,0.0,0.1294,1.0,0.7238,0.7238,0.1294,0.941,36.9,1.0
AREA-10-31,10,31,0,0,0,3.0025,0.0,0.0,0.0,0.0,0.0,0.6301,0.7238,0.7238,0.0,0.718,15.012,0.6301
AREA-10-32,10,32,0,0,0,7.9518,0.0,0.0,0.0,0.0,0.0,1.0,0.7238,0.7238,0.0,0.9598,39.759,1.0
AREA-10-33,10,33,0,0,0,9.5552,0.0,0.0,0.0,0.0,0.0,1.0,0.7238,0.7238,0.0,1.0,47.776,1.0
AREA-10-34,10,34,0,0,0,0.6054,0.0,0.0,0.0,0.0,0.0,0.1888,0.7238,0.7238,0.0,0.3606,3.027,0.1888
AREA-10-35,10,35,0,0,0,3.3027,0.0,0.0,0.0,0.0,0.0,0.6684,0.7238,0.7238,0.0,0.7412,16.514,0.6684
AREA-10-36,10,36,0,0,0,2.4779,0.0,0.0,0.0,0.0,0.0,0.5569,0.7238,0.7238,0.0,0.6717,12.39,0.5569
AREA-10-37,10,37,0,0,0,1.3744,0.0,0.0,0.0,0.0,0.0,0.367,0.7238,0.7238,0.0,0.5341,6.872,0.367
AREA-10-38,10,38,0,0,0,0.1983,0.0,0.0,0.0,0.0,0.0,0.0684,0.7238,0.7238,0.0,0.1783,0.992,0.0684
AREA-10-39,10,39,0,0,0,1.3882,0.0,0.0,0.0,0.0,0.0,0.3698,0.7238,0.7238,0.0,0.5364,6.941,0.3698
AREA-11-00,11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-11-01,11,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-11-02,11,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-11-03,11,3,0,0,1,0.1527,0.0,0.0,0.0,0.0,0.1294,0.0533,0.7238,0.7238,0.1294,0.2631,1.764,0.0533
AREA-11-04,11,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-11-05,11,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-11-06,11,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-11-07,11,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-11-08,11,8,0,0,0,0.1178,0.0,0.0,0.0,0.0,0.0,0.0415,0.7238,0.7238,0.0,0.1199,0.589,0.0415
AREA-11-09,11,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-11-10,11,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-11-11,11,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-11-12,11,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-11-13,11,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-11-14,11,14,0,0,2,0.0,0.0,0.0,0.0,0.0,0.2175,0.0,0.7238,0.7238,0.2175,0.2844,2.0,0.5
AREA-11-15,11,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-11-16,11,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-11-17,11,17,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1294,0.0,0.7238,0.7238,0.1294,0.1794,1.0,0.5
AREA-11-18,11,18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-11-19,11,19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-11-20,11,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-11-21,11,21,0,0,15,1.5072,0.0,0.0,0.0,0.0,0.6384,0.3932,0.7238,0.7238,0.6384,0.8177,22.536,0.3932
AREA-11-22,11,22,0,0,31,4.4903,0.0,0.0,0.0,0.0,0.826,0.8002,0.7238,0.7238,0.826,1.0,53.452,0.8002
AREA-11-23,11,23,0,0,5,0.1604,0.0,0.0,0.0,0.0,0.3834,0.0559,0.7238,0.7238,0.3834,0.4963,5.802,0.0559
AREA-11-24,11,24,0,12,170,2.0032,0.0,0.0,0.0,0.5446,1.0,0.4822,0.7238,0.7238,1.0,1.0,192.016,0.5158
AREA-11-25,11,25,0,0,30,0.7924,0.0,0.0,0.0,0.0,0.8173,0.2371,0.7238,0.7238,0.8173,0.9201,33.962,0.2371
AREA-11-26,11,26,0,0,47,3.7738,0.0,0.0,0.0,0.0,0.9371,0.7241,0.7238,0.7238,0.9371,1.0,65.869,0.7241
AREA-11-27,11,27,0,0,59,5.882,0.0,0.0,0.0,0.0,0.9986,0.9256,0.7238,0.7238,0.9986,1.0,88.41,0.9256
AREA-11-28,11,28,0,0,63,3.0813,0.0,0.0,0.0,0.0,1.0,0.6404,0.7238,0.7238,1.0,1.0,78.406,0.6404
AREA-11-29,11,29,0,1,84,6.2451,0.0,0.0,0.0,0.1209,1.0,0.9546,0.7238,0.7238,1.0,1.0,116.226,0.5057
AREA-11-30,11,30,0,0,0,5.3206,0.0,0.0,0.0,0.0,0.0,0.8781,0.7238,0.7238,0.0,0.8589,26.603,0.8781
AREA-11-31,11,31,0,0,0,3.8211,0.0,0.0,0.0,0.0,0.0,0.7294,0.7238,0.7238,0.0,0.7769,19.106,0.7294
AREA-11-32,11,32,0,0,0,4.3463,0.0,0.0,0.0,0.0,0.0,0.7856,0.7238,0.7238,0.0,0.8087,21.732,0.7856
AREA-11-33,11,33,0,0,0,3.8689,0.0,0.0,0.0,0.0,0.0,0.7347,0.7238,0.7238,0.0,0.78,19.344,0.7347
AREA-11-34,11,34,0,0,0,0.4364,0.0,0.0,0.0,0.0,0.0,0.1416,0.7238,0.7238,0.0,0.2997,2.182,0.1416
AREA-11-35,11,35,0,0,0,3.9025,0.0,0.0,0.0,0.0,0.0,0.7385,0.7238,0.7238,0.0,0.7821,19.512,0.7385
AREA-11-36,11,36,0,0,0,0.6772,0.0,0.0,0.0,0.0,0.0,0.2078,0.7238,0.7238,0.0,0.3827,3.386,0.2078
AREA-11-37,11,37,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-11-38,11,38,0,0,0,0.8112,0.0,0.0,0.0,0.0,0.0,0.2417,0.7238,0.7238,0.0,0.4195,4.056,0.2417
AREA-11-39,11,39,0,0,0,1.5656,0.0,0.0,0.0,0.0,0.0,0.4044,0.7238,0.7238,0.0,0.5638,7.828,0.4044
AREA-12-00,12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-12-01,12,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1294,0.0,0.7238,0.7238,0.1294,0.1794,1.0,0.5
AREA-12-02,12,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-12-03,12,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1294,0.0,0.7238,0.7238,0.1294,0.1794,1.0,0.5
AREA-12-04,12,4,0,0,2,0.0,0.0,0.0,0.0,0.0,0.2175,0.0,0.7238,0.7238,0.2175,0.2844,2.0,0.5
AREA-12-05,12,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-12-06,12,6,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1294,0.0,0.7238,0.7238,0.1294,0.1794,1.0,0.5
AREA-12-07,12,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-12-08,12,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-12-09,12,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-12-10,12,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-12-11,12,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-12-12,12,12,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1294,0.0,0.7238,0.7238,0.1294,0.1794,1.0,0.5
AREA-12-13,12,13,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1294,0.0,0.7238,0.7238,0.1294,0.1794,1.0,0.5
AREA-12-14,12,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-12-15,12,15,0,0,2,0.0,0.0,0.0,0.0,0.0,0.2175,0.0,0.7238,0.7238,0.2175,0.2844,2.0,0.5
AREA-12-16,12,16,0,0,18,0.0,0.0,0.0,0.0,0.0,0.6845,0.0,0.7238,0.7238,0.6845,0.7623,18.0,0.5
AREA-12-17,12,17,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1294,0.0,0.7238,0.7238,0.1294,0.1794,1.0,0.5
AREA-12-18,12,18,0,0,50,0.0,0.0,0.0,0.0,0.0,0.9538,0.0,0.7238,0.7238,0.9538,1.0,50.0,0.5
AREA-12-19,12,19,0,2,3,0.0,0.0,0.0,0.0,0.2031,0.2843,0.0,0.7238,0.7238,0.2843,0.4638,5.0,0.2031
AREA-12-20,12,20,0,0,1,0.8028,0.0,0.0,0.0,0.0,0.1294,0.2397,0.7238,0.7238,0.1294,0.4645,5.014,0.2397
AREA-12-21,12,21,0,0,12,0.968,0.0,0.0,0.0,0.0,0.5831,0.2792,0.7238,0.7238,0.5831,0.7459,16.84,0.2792
AREA-12-22,12,22,0,0,1,2.8694,0.0,0.0,0.0,0.0,0.1294,0.6123,0.7238,0.7238,0.1294,0.7233,15.347,0.6123
AREA-12-23,12,23,0,0,1,3.4952,0.0,0.0,0.0,0.0,0.1294,0.6918,0.7238,0.7238,0.1294,0.7687,18.476,0.6918
AREA-12-24,12,24,0,0,5,1.5281,0.0,0.0,0.0,0.0,0.3834,0.3972,0.7238,0.7238,0.3834,0.6765,12.64,0.3972
AREA-12-25,12,25,0,16,69,9.2839,0.0,0.0,0.0,0.6114,1.0,1.0,0.7238,0.7238,1.0,1.0,131.42,0.7907
AREA-12-26,12,26,0,0,15,1.1545,0.0,0.0,0.0,0.0,0.6384,0.3211,0.7238,0.7238,0.6384,0.7975,20.772,0.3211
AREA-12-27,12,27,0,7,255,12.6488,0.0,0.0,0.0,0.4262,1.0,1.0,0.7238,0.7238,1.0,1.0,325.244,0.691
AREA-12-28,12,28,0,3,102,5.5977,0.0,0.0,0.0,0.2655,1.0,0.902,0.7238,0.7238,1.0,1.0,132.988,0.5593
