area_code,grid_row,grid_col,street_lamp_count,cctv_count,activity_count,footway_km,lit_yes_km,lit_tagged_km,streetlight_density,cctv_coverage,activity_density,footpath_quality,lit_share_score,lighting_score,crowd_density,osm_coverage,osm_evidence,infra_score
AREA-12-29,12,29,0,0,11,2.8824,0.0,0.0,0.0,0.0,0.5619,0.6141,0.7238,0.7238,0.5619,0.8475,25.412,0.6141
AREA-12-30,12,30,0,0,0,12.1058,0.0,0.0,0.0,0.0,0.0,1.0,0.7238,0.7238,0.0,1.0,60.529,1.0
AREA-12-31,12,31,0,0,0,4.819,0.0,0.0,0.0,0.0,0.0,0.8322,0.7238,0.7238,0.0,0.8343,24.095,0.8322
AREA-12-32,12,32,0,0,0,12.7166,0.0,0.0,0.0,0.0,0.0,1.0,0.7238,0.7238,0.0,1.0,63.583,1.0
AREA-12-33,12,33,0,0,0,4.2455,0.0,0.0,0.0,0.0,0.0,0.7752,0.7238,0.7238,0.0,0.8029,21.228,0.7752
AREA-12-34,12,34,0,0,0,0.3292,0.0,0.0,0.0,0.0,0.0,0.1097,0.7238,0.7238,0.0,0.2519,1.646,0.1097
AREA-12-35,12,35,0,0,0,3.448,0.0,0.0,0.0,0.0,0.0,0.6861,0.7238,0.7238,0.0,0.7517,17.24,0.6861
AREA-12-36,12,36,0,0,0,0.0479,0.0,0.0,0.0,0.0,0.0,0.0172,0.7238,0.7238,0.0,0.0556,0.24,0.0172
AREA-12-37,12,37,0,0,0,1.5688,0.0,0.0,0.0,0.0,0.0,0.405,0.7238,0.7238,0.0,0.5643,7.844,0.405
AREA-12-38,12,38,0,0,0,0.2725,0.0,0.0,0.0,0.0,0.0,0.0921,0.7238,0.7238,0.0,0.2226,1.362,0.0921
AREA-12-39,12,39,0,0,0,1.6719,0.0,0.0,0.0,0.0,0.0,0.4242,0.7238,0.7238,0.0,0.579,8.36,0.4242
AREA-13-00,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-13-01,13,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-13-02,13,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-13-03,13,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-13-04,13,4,0,0,6,0.0,0.0,0.0,0.0,0.0,0.4222,0.0,0.7238,0.7238,0.4222,0.5038,6.0,0.5
AREA-13-05,13,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-13-06,13,6,0,0,0,2.7022,0.0,0.0,0.0,0.0,0.0,0.5893,0.7238,0.7238,0.0,0.6925,13.511,0.5893
AREA-13-07,13,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-13-08,13,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-13-09,13,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-13-10,13,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-13-11,13,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-13-12,13,12,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1294,0.0,0.7238,0.7238,0.1294,0.1794,1.0,0.5
AREA-13-13,13,13,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1294,0.0,0.7238,0.7238,0.1294,0.1794,1.0,0.5
AREA-13-14,13,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-13-15,13,15,0,0,5,0.0,0.0,0.0,0.0,0.0,0.3834,0.0,0.7238,0.7238,0.3834,0.4638,5.0,0.5
AREA-13-16,13,16,0,0,9,0.0,0.0,0.0,0.0,0.0,0.5141,0.0,0.7238,0.7238,0.5141,0.5961,9.0,0.5
AREA-13-17,13,17,0,0,4,0.0,0.0,0.0,0.0,0.0,0.3382,0.0,0.7238,0.7238,0.3382,0.4166,4.0,0.5
AREA-13-18,13,18,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1294,0.0,0.7238,0.7238,0.1294,0.1794,1.0,0.5
AREA-13-19,13,19,0,0,6,0.0,0.0,0.0,0.0,0.0,0.4222,0.0,0.7238,0.7238,0.4222,0.5038,6.0,0.5
AREA-13-20,13,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-13-21,13,21,0,0,15,3.888,0.0,0.0,0.0,0.0,0.6384,0.7369,0.7238,0.7238,0.6384,0.9236,34.44,0.7369
AREA-13-22,13,22,0,0,3,1.1721,0.0,0.0,0.0,0.0,0.2843,0.3249,0.7238,0.7238,0.2843,0.5925,8.86,0.3249
AREA-13-23,13,23,0,0,4,0.2845,0.0,0.0,0.0,0.0,0.3382,0.0959,0.7238,0.7238,0.3382,0.4815,5.422,0.0959
AREA-13-24,13,24,0,4,22,4.6607,0.0,0.0,0.0,0.3159,0.7361,0.817,0.7238,0.7238,0.7361,1.0,49.304,0.5472
AREA-13-25,13,25,0,30,66,3.7444,0.0,0.0,0.0,0.7633,1.0,0.7207,0.7238,0.7238,1.0,1.0,114.722,0.7437
AREA-13-26,13,26,0,31,32,2.1913,0.0,0.0,0.0,0.7714,0.8344,0.5129,0.7238,0.7238,0.8344,1.0,73.956,0.6521
AREA-13-27,13,27,0,106,99,3.8414,0.0,0.0,0.0,1.0,1.0,0.7317,0.7238,0.7238,1.0,1.0,224.207,0.8762
AREA-13-28,13,28,0,195,238,5.9175,0.0,0.0,0.0,1.0,1.0,0.9285,0.7238,0.7238,1.0,1.0,462.588,0.967
AREA-13-29,13,29,0,315,356,3.751,0.0,0.0,0.0,1.0,1.0,0.7215,0.7238,0.7238,1.0,1.0,689.755,0.8715
AREA-13-30,13,30,0,0,0,6.7965,0.0,0.0,0.0,0.0,0.0,0.9961,0.7238,0.7238,0.0,0.9203,33.982,0.9961
AREA-13-31,13,31,0,0,0,10.7187,0.0,0.0,0.0,0.0,0.0,1.0,0.7238,0.7238,0.0,1.0,53.594,1.0
AREA-13-32,13,32,0,0,0,1.6563,0.0,0.0,0.0,0.0,0.0,0.4214,0.7238,0.7238,0.0,0.5768,8.282,0.4214
AREA-13-33,13,33,0,0,0,3.6792,0.0,0.0,0.0,0.0,0.0,0.7133,0.7238,0.7238,0.0,0.7676,18.396,0.7133
AREA-13-34,13,34,0,0,0,2.0883,0.0,0.0,0.0,0.0,0.0,0.4963,0.7238,0.7238,0.0,0.6309,10.442,0.4963
AREA-13-35,13,35,0,0,0,0.4239,0.0,0.0,0.0,0.0,0.0,0.138,0.7238,0.7238,0.0,0.2945,2.12,0.138
AREA-13-36,13,36,0,0,0,1.9239,0.0,0.0,0.0,0.0,0.0,0.4688,0.7238,0.7238,0.0,0.6116,9.62,0.4688
AREA-13-37,13,37,0,0,0,1.7349,0.0,0.0,0.0,0.0,0.0,0.4357,0.7238,0.7238,0.0,0.5875,8.674,0.4357
AREA-13-38,13,38,0,0,0,1.0828,0.0,0.0,0.0,0.0,0.0,0.3053,0.7238,0.7238,0.0,0.4811,5.414,0.3053
AREA-13-39,13,39,0,0,0,1.1226,0.0,0.0,0.0,0.0,0.0,0.3141,0.7238,0.7238,0.0,0.489,5.613,0.3141
AREA-14-00,14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-14-01,14,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1294,0.0,0.7238,0.7238,0.1294,0.1794,1.0,0.5
AREA-14-02,14,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1294,0.0,0.7238,0.7238,0.1294,0.1794,1.0,0.5
AREA-14-03,14,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-14-04,14,4,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1294,0.0,0.7238,0.7238,0.1294,0.1794,1.0,0.5
AREA-14-05,14,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-14-06,14,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-14-07,14,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-14-08,14,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-14-09,14,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-14-10,14,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-14-11,14,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-14-12,14,12,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1294,0.0,0.7238,0.7238,0.1294,0.1794,1.0,0.5
AREA-14-13,14,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-14-14,14,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-14-15,14,15,0,0,5,0.0,0.0,0.0,0.0,0.0,0.3834,0.0,0.7238,0.7238,0.3834,0.4638,5.0,0.5
AREA-14-16,14,16,0,0,12,0.0,0.0,0.0,0.0,0.0,0.5831,0.0,0.7238,0.7238,0.5831,0.664,12.0,0.5
AREA-14-17,14,17,0,0,166,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7238,0.7238,1.0,1.0,166.0,0.5
AREA-14-18,14,18,0,0,11,0.0,0.0,0.0,0.0,0.0,0.5619,0.0,0.7238,0.7238,0.5619,0.6433,11.0,0.5
AREA-14-19,14,19,0,0,27,1.7281,0.0,0.0,0.0,0.0,0.7895,0.4345,0.7238,0.7238,0.7895,0.9323,35.64,0.4345
AREA-14-20,14,20,0,0,0,3.3115,0.0,0.0,0.0,0.0,0.0,0.6695,0.7238,0.7238,0.0,0.7418,16.558,0.6695
AREA-14-21,14,21,0,3,8,3.3499,0.0,0.0,0.0,0.2655,0.4867,0.6742,0.7238,0.7238,0.4867,0.8695,27.749,0.4542
AREA-14-22,14,22,0,0,4,1.5587,0.0,0.0,0.0,0.0,0.3382,0.4031,0.7238,0.7238,0.3382,0.6599,11.794,0.4031
AREA-14-23,14,23,0,0,10,2.6537,0.0,0.0,0.0,0.0,0.539,0.5824,0.7238,0.7238,0.539,0.8256,23.269,0.5824
AREA-14-24,14,24,0,0,7,0.1677,0.0,0.0,0.0,0.0,0.4563,0.0583,0.7238,0.7238,0.4563,0.5641,7.838,0.0583
AREA-14-25,14,25,0,1,46,6.4737,0.0,0.0,0.0,0.1209,0.9314,0.9721,0.7238,0.7238,0.9314,1.0,79.368,0.5137
AREA-14-26,14,26,0,4,21,4.2501,0.0,0.0,0.0,0.3159,0.7241,0.7757,0.7238,0.7238,0.7241,0.9981,46.25,0.5281
AREA-14-27,14,27,0,56,119,4.2404,0.0,0.0,0.0,0.9194,1.0,0.7747,0.7238,0.7238,1.0,1.0,196.202,0.8526
AREA-14-28,14,28,0,62,12,1.1205,0.0,0.0,0.0,0.9452,0.5831,0.3137,0.7238,0.7238,0.5831,1.0,79.602,0.6537
AREA-14-29,14,29,0,134,57,4.3102,0.0,0.0,0.0,1.0,0.9893,0.7819,0.7238,0.7238,0.9893,1.0,212.551,0.8993
AREA-14-30,14,30,0,0,0,3.7081,0.0,0.0,0.0,0.0,0.0,0.7166,0.7238,0.7238,0.0,0.7695,18.54,0.7166
AREA-14-31,14,31,0,0,0,6.1635,0.0,0.0,0.0,0.0,0.0,0.9482,0.7238,0.7238,0.0,0.8957,30.818,0.9482
AREA-14-32,14,32,0,0,0,2.1977,0.0,0.0,0.0,0.0,0.0,0.5139,0.7238,0.7238,0.0,0.643,10.989,0.5139
AREA-14-33,14,33,0,0,0,3.8471,0.0,0.0,0.0,0.0,0.0,0.7323,0.7238,0.7238,0.0,0.7786,19.236,0.7323
AREA-14-34,14,34,0,0,0,2.1451,0.0,0.0,0.0,0.0,0.0,0.5055,0.7238,0.7238,0.0,0.6373,10.725,0.5055
AREA-14-35,14,35,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-14-36,14,36,0,0,0,1.4464,0.0,0.0,0.0,0.0,0.0,0.3814,0.7238,0.7238,0.0,0.5457,7.232,0.3814
AREA-14-37,14,37,0,0,0,0.706,0.0,0.0,0.0,0.0,0.0,0.2152,0.7238,0.7238,0.0,0.3911,3.53,0.2152
AREA-14-38,14,38,0,0,0,0.9575,0.0,0.0,0.0,0.0,0.0,0.2768,0.7238,0.7238,0.0,0.4545,4.788,0.2768
AREA-14-39,14,39,0,0,0,0.0895,0.0,0.0,0.0,0.0,0.0,0.0318,0.7238,0.7238,0.0,0.0957,0.448,0.0318
AREA-15-00,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-15-01,15,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-15-02,15,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-15-03,15,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-15-04,15,4,0,0,3,0.0,0.0,0.0,0.0,0.0,0.2843,0.0,0.7238,0.7238,0.2843,0.3589,3.0,0.5
AREA-15-05,15,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-15-06,15,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-15-07,15,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-15-08,15,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-15-09,15,9,0,0,2,0.0,0.0,0.0,0.0,0.0,0.2175,0.0,0.7238,0.7238,0.2175,0.2844,2.0,0.5
AREA-15-10,15,10,0,0,4,0.0,0.0,0.0,0.0,0.0,0.3382,0.0,0.7238,0.7238,0.3382,0.4166,4.0,0.5
AREA-15-11,15,11,0,0,5,0.0,0.0,0.0,0.0,0.0,0.3834,0.0,0.7238,0.7238,0.3834,0.4638,5.0,0.5
AREA-15-12,15,12,0,0,4,0.0,0.0,0.0,0.0,0.0,0.3382,0.0,0.7238,0.7238,0.3382,0.4166,4.0,0.5
AREA-15-13,15,13,0,0,14,0.0,0.0,0.0,0.0,0.0,0.6211,0.0,0.7238,0.7238,0.6211,0.7011,14.0,0.5
AREA-15-14,15,14,0,0,21,0.0,0.0,0.0,0.0,0.0,0.7241,0.0,0.7238,0.7238,0.7241,0.8002,21.0,0.5
AREA-15-15,15,15,0,0,211,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7238,0.7238,1.0,1.0,211.0,0.5
AREA-15-16,15,16,0,0,17,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.7238,0.7238,0.67,0.7483,17.0,0.5
AREA-15-17,15,17,0,0,125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7238,0.7238,1.0,1.0,125.0,0.5
AREA-15-18,15,18,0,4,21,0.0,0.0,0.0,0.0,0.3159,0.7241,0.0,0.7238,0.7238,0.7241,0.8434,25.0,0.3159
AREA-15-19,15,19,0,0,3,0.0,0.0,0.0,0.0,0.0,0.2843,0.0,0.7238,0.7238,0.2843,0.3589,3.0,0.5
AREA-15-20,15,20,0,0,0,0.058,0.0,0.0,0.0,0.0,0.0,0.0208,0.7238,0.7238,0.0,0.0659,0.29,0.0208
AREA-15-21,15,21,0,0,275,5.0692,0.0,0.0,0.0,0.0,1.0,0.8555,0.7238,0.7238,1.0,1.0,300.346,0.8555
AREA-15-22,15,22,0,0,89,6.7042,0.0,0.0,0.0,0.0,1.0,0.9893,0.7238,0.7238,1.0,1.0,122.521,0.9893
AREA-15-23,15,23,0,0,4,4.17,0.0,0.0,0.0,0.0,0.3382,0.7673,0.7238,0.7238,0.3382,0.842,24.85,0.7673
AREA-15-24,15,24,0,3,7,2.702,0.0,0.0,0.0,0.2655,0.4563,0.5892,0.7238,0.7238,0.4563,0.8282,23.51,0.4149
AREA-15-25,15,25,0,13,118,6.4343,0.0,0.0,0.0,0.5629,1.0,0.9691,0.7238,0.7238,1.0,1.0,163.172,0.7504
AREA-15-26,15,26,0,9,15,3.0323,0.0,0.0,0.0,0.4801,0.6384,0.634,0.7238,0.7238,0.6384,0.956,39.162,0.5511
AREA-15-27,15,27,0,9,7,6.369,0.0,0.0,0.0,0.4801,0.4563,0.9642,0.7238,0.7238,0.4563,1.0,47.845,0.7035
AREA-15-28,15,28,0,1,5,5.128,0.0,0.0,0.0,0.1209,0.3834,0.8608,0.7238,0.7238,0.3834,0.9023,31.64,0.4624
AREA-15-29,15,29,0,44,14,9.1055,0.0,0.0,0.0,0.8587,0.6211,1.0,0.7238,0.7238,0.6211,1.0,103.528,0.9239
AREA-15-30,15,30,0,0,1,1.821,0.0,0.0,0.0,0.0,0.1294,0.451,0.7238,0.7238,0.1294,0.6232,10.105,0.451
AREA-15-31,15,31,0,0,0,15.1918,0.0,0.0,0.0,0.0,0.0,1.0,0.7238,0.7238,0.0,1.0,75.959,1.0
AREA-15-32,15,32,0,0,0,15.8256,0.0,0.0,0.0,0.0,0.0,1.0,0.7238,0.7238,0.0,1.0,79.128,1.0
AREA-15-33,15,33,0,0,0,0.2818,0.0,0.0,0.0,0.0,0.0,0.0951,0.7238,0.7238,0.0,0.2276,1.409,0.0951
AREA-15-34,15,34,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-15-35,15,35,0,0,0,1.8457,0.0,0.0,0.0,0.0,0.0,0.4553,0.7238,0.7238,0.0,0.6019,9.228,0.4553
AREA-15-36,15,36,0,0,0,3.4213,0.0,0.0,0.0,0.0,0.0,0.6829,0.7238,0.7238,0.0,0.7498,17.106,0.6829
AREA-15-37,15,37,0,0,0,1.5343,0.0,0.0,0.0,0.0,0.0,0.3984,0.7238,0.7238,0.0,0.5592,7.672,0.3984
AREA-15-38,15,38,0,0,0,0.8234,0.0,0.0,0.0,0.0,0.0,0.2447,0.7238,0.7238,0.0,0.4226,4.117,0.2447
AREA-15-39,15,39,0,0,0,2.5128,0.0,0.0,0.0,0.0,0.0,0.562,0.7238,0.7238,0.0,0.675,12.564,0.562
AREA-16-00,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-16-01,16,1,0,0,1,5.3801,0.0,0.0,0.0,0.0,0.1294,0.8833,0.7238,0.7238,0.1294,0.8708,27.9,0.8833
AREA-16-02,16,2,0,0,0,0.3136,0.0,0.0,0.0,0.0,0.0,0.1049,0.7238,0.7238,0.0,0.2442,1.568,0.1049
AREA-16-03,16,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-16-04,16,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-16-05,16,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-16-06,16,6,0,0,2,0.0,0.0,0.0,0.0,0.0,0.2175,0.0,0.7238,0.7238,0.2175,0.2844,2.0,0.5
AREA-16-07,16,7,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1294,0.0,0.7238,0.7238,0.1294,0.1794,1.0,0.5
AREA-16-08,16,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-16-09,16,9,0,0,2,0.5952,0.0,0.0,0.0,0.0,0.2175,0.186,0.7238,0.7238,0.2175,0.4628,4.976,0.186
AREA-16-10,16,10,0,0,36,0.0,0.0,0.0,0.0,0.0,0.8657,0.0,0.7238,0.7238,0.8657,0.9348,36.0,0.5
AREA-16-11,16,11,0,0,16,0.0,0.0,0.0,0.0,0.0,0.6546,0.0,0.7238,0.7238,0.6546,0.7335,16.0,0.5
AREA-16-12,16,12,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1294,0.0,0.7238,0.7238,0.1294,0.1794,1.0,0.5
AREA-16-13,16,13,0,0,4,0.0,0.0,0.0,0.0,0.0,0.3382,0.0,0.7238,0.7238,0.3382,0.4166,4.0,0.5
AREA-16-14,16,14,0,1,26,0.0,0.0,0.0,0.0,0.1209,0.7796,0.0,0.7238,0.7238,0.7796,0.8626,27.0,0.1209
AREA-16-15,16,15,0,0,33,0.0,0.0,0.0,0.0,0.0,0.8425,0.0,0.7238,0.7238,0.8425,0.9129,33.0,0.5
AREA-16-16,16,16,0,0,24,0.0,0.0,0.0,0.0,0.0,0.7587,0.0,0.7238,0.7238,0.7587,0.8333,24.0,0.5
AREA-16-17,16,17,0,0,22,0.0,0.0,0.0,0.0,0.0,0.7361,0.0,0.7238,0.7238,0.7361,0.8117,22.0,0.5
AREA-16-18,16,18,0,0,9,0.0,0.0,0.0,0.0,0.0,0.5141,0.0,0.7238,0.7238,0.5141,0.5961,9.0,0.5
AREA-16-19,16,19,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1294,0.0,0.7238,0.7238,0.1294,0.1794,1.0,0.5
AREA-16-20,16,20,0,0,7,1.0332,0.0,0.0,0.0,0.0,0.4563,0.2942,0.7238,0.7238,0.4563,0.6673,12.166,0.2942
AREA-16-21,16,21,0,0,3,0.6934,0.0,0.0,0.0,0.0,0.2843,0.212,0.7238,0.7238,0.2843,0.5205,6.467,0.212
AREA-16-22,16,22,0,0,7,5.8047,0.0,0.0,0.0,0.0,0.4563,0.9193,0.7238,0.7238,0.4563,0.935,36.024,0.9193
AREA-16-23,16,23,0,13,7,2.0737,0.0,0.0,0.0,0.5629,0.4563,0.4939,0.7238,0.7238,0.4563,0.892,30.368,0.5311
AREA-16-24,16,24,0,4,1,1.0694,0.0,0.0,0.0,0.3159,0.1294,0.3023,0.7238,0.7238,0.1294,0.6288,10.347,0.3096
AREA-16-25,16,25,0,1,1,0.0349,0.0,0.0,0.0,0.1209,0.1294,0.0126,0.7238,0.7238,0.1294,0.299,2.174,0.0709
AREA-16-26,16,26,0,10,46,4.1857,0.0,0.0,0.0,0.5034,0.9314,0.769,0.7238,0.7238,0.9314,1.0,76.928,0.626
AREA-16-27,16,27,0,4,9,1.3696,0.0,0.0,0.0,0.3159,0.5141,0.3661,0.7238,0.7238,0.5141,0.7863,19.848,0.339
AREA-16-28,16,28,0,2,4,2.0525,0.0,0.0,0.0,0.2031,0.3382,0.4904,0.7238,0.7238,0.3382,0.7374,16.263,0.3357
AREA-16-29,16,29,0,33,11,3.2999,0.0,0.0,0.0,0.7869,0.5619,0.668,0.7238,0.7238,0.5619,1.0,60.5,0.732
AREA-16-30,16,30,0,0,0,8.0679,0.0,0.0,0.0,0.0,0.0,1.0,0.7238,0.7238,0.0,0.9635,40.34,1.0
AREA-16-31,16,31,0,0,0,13.3155,0.0,0.0,0.0,0.0,0.0,1.0,0.7238,0.7238,0.0,1.0,66.578,1.0
AREA-16-32,16,32,0,0,0,0.8296,0.0,0.0,0.0,0.0,0.0,0.2463,0.7238,0.7238,0.0,0.4242,4.148,0.2463
AREA-16-33,16,33,0,0,0,3.1665,0.0,0.0,0.0,0.0,0.0,0.6513,0.7238,0.7238,0.0,0.7309,15.832,0.6513
AREA-16-34,16,34,0,0,0,3.77,0.0,0.0,0.0,0.0,0.0,0.7236,0.7238,0.7238,0.0,0.7736,18.85,0.7236
AREA-16-35,16,35,0,0,0,4.9671,0.0,0.0,0.0,0.0,0.0,0.8461,0.7238,0.7238,0.0,0.8418,24.836,0.8461
AREA-16-36,16,36,0,0,0,3.8293,0.0,0.0,0.0,0.0,0.0,0.7303,0.7238,0.7238,0.0,0.7774,19.146,0.7303
AREA-16-37,16,37,0,0,0,1.7206,0.0,0.0,0.0,0.0,0.0,0.4331,0.7238,0.7238,0.0,0.5856,8.603,0.4331
AREA-16-38,16,38,0,0,0,2.049,0.0,0.0,0.0,0.0,0.0,0.4898,0.7238,0.7238,0.0,0.6265,10.245,0.4898
AREA-16-39,16,39,0,0,0,2.6509,0.0,0.0,0.0,0.0,0.0,0.582,0.7238,0.7238,0.0,0.6879,13.254,0.582
AREA-17-00,17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-17-01,17,1,0,0,3,4.8606,0.0,0.0,0.0,0.0,0.2843,0.8361,0.7238,0.7238,0.2843,0.8654,27.303,0.8361
AREA-17-02,17,2,0,0,1,5.0128,0.0,0.0,0.0,0.0,0.1294,0.8503,0.7238,0.7238,0.1294,0.8538,26.064,0.8503
AREA-17-03,17,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-17-04,17,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-17-05,17,5,0,0,0,0.0409,0.0,0.0,0.0,0.0,0.0,0.0147,0.7238,0.7238,0.0,0.0482,0.204,0.0147
AREA-17-06,17,6,0,0,2,1.5801,0.0,0.0,0.0,0.0,0.2175,0.4071,0.7238,0.7238,0.2175,0.6184,9.901,0.4071
AREA-17-07,17,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-17-08,17,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-17-09,17,9,0,0,1,0.6174,0.0,0.0,0.0,0.0,0.1294,0.192,0.7238,0.7238,0.1294,0.4211,4.087,0.192
AREA-17-10,17,10,0,0,65,0.0953,0.0,0.0,0.0,0.0,1.0,0.0338,0.7238,0.7238,1.0,1.0,65.476,0.0338
AREA-17-11,17,11,0,0,24,0.0,0.0,0.0,0.0,0.0,0.7587,0.0,0.7238,0.7238,0.7587,0.8333,24.0,0.5
AREA-17-12,17,12,0,0,5,0.0,0.0,0.0,0.0,0.0,0.3834,0.0,0.7238,0.7238,0.3834,0.4638,5.0,0.5
AREA-17-13,17,13,0,0,9,0.0,0.0,0.0,0.0,0.0,0.5141,0.0,0.7238,0.7238,0.5141,0.5961,9.0,0.5
